"Investigation.Type","Event.Date","Location","Country","Latitude","Longitude","Injury.Severity","Aircraft.damage","Total.Fatal.Injuries","Total.Serious.Injuries","Total.Minor.Injuries","Total.Uninjured"
"Accident","10/11/16","East Hartford, CT","United States","41.4412","-72.3858","Fatal","Destroyed",1,0,1,0
"Accident","10/14/16","Dunnellon, FL","United States","29.342","-82.2236","Fatal","Substantial",1,0,0,10
"Accident","10/16/16","Oregonia, OH","United States","39.2354","-84.68","Fatal","Destroyed",2,0,0,0
"Accident","10/16/16","Austin, PA","United States","41.420","-78.1053","Fatal","Destroyed",3,0,0,0
"Accident","10/21/16","Blackshear, GA","United States","31.189","-82.1648","Fatal","Substantial",1,0,0,2
"Accident","10/22/16","Osage Beach, MO","United States","38.69","-92.3221","Fatal","Substantial",2,0,0,0
"Accident","10/26/16","Pearland, TX","United States","29.3131","-95.1420","Fatal","Substantial",1,0,0,0
"Accident","10/28/16","Clarksville, TX","United States","33.4310","-94.5230","Fatal","Destroyed",1,0,0,0
"Accident","11/9/16","Crescent City, FL","United States","29.2429","-81.3052","Fatal","Destroyed",2,0,0,0
"Accident","11/10/16","Blairstown, NJ","United States","40.5816","-74.5951","Fatal","Substantial",1,0,0,0
"Accident","11/17/16","Williamson, GA","United States","33.114","-84.235","Fatal","Destroyed",2,0,0,0
"Accident","11/20/16","New Gretna, NJ","United States","39.3953","-74.285","Fatal","Substantial",1,0,0,0
"Accident","12/1/16","Fargo, ND","United States","46.5514","-96.4857","Fatal","Destroyed",1,0,0,0
"Accident","12/2/16","Mt Vernon, IN","United States","37.5718","-87.5334","Fatal","Destroyed",1,0,0,0
"Accident","12/6/16","Camilla, GA","United States","31.1311","-84.917","Fatal","Destroyed",1,0,0,0
"Accident","12/10/16","Marengo, IL","United States","42.1332","-88.3739","Fatal","Destroyed",1,0,0,0
"Accident","12/23/16","Middlebury, VT","United States","43.5853","-73.540","Fatal","Substantial",1,0,0,0
"Accident","12/26/16","Gatlinburg, TN","United States","35.397","-83.2730","Fatal","Destroyed",3,0,0,0
"Accident","12/27/16","Port Orange, FL","United States","29.449","-81.248","Fatal","Substantial",2,0,0,0
"Accident","12/30/16","Cleveland, OH","United States","41.3317","-81.4212","Fatal","Destroyed",6,0,0,0
"Accident","12/31/16","McKinney, TX","United States","33.1224","-96.4358","Fatal","Destroyed",3,0,0,0
"Accident","12/31/16","Vienna, IL","United States","37.2115","-88.4841","Fatal","Destroyed",4,0,0,0
"Accident","1/4/17","Brookfield, WI","United States","43.525","-88.1041","Fatal","Substantial",1,0,1,1
"Accident","1/5/17","Gurdon, AR","United States","33.5434","-93.825","Fatal","Destroyed",2,0,0,0
"Accident","1/12/17","Era, TX","United States","33.3058","-97.1536","Fatal","Substantial",1,0,0,0
"Accident","1/14/17","Mayo, FL","United States","30.717","-83.1332","Fatal","Substantial",1,0,0,0
"Accident","1/25/17","San Antonio, TX","United States","29.1937","-98.2729","Fatal","Destroyed",1,0,0,0
"Accident","1/25/17","Jay, OK","United States","36.304","-94.4831","Fatal","Substantial",1,0,0,0
"Accident","1/31/17","Price, TX","United States","32.751","-94.5715","Fatal","Destroyed",1,0,0,0
"Accident","2/7/17","Galveston, TX","United States","29.1423","-94.5926","Fatal","Destroyed",1,0,0,2
"Accident","2/12/17","Cedar Key, FL","United States","29.257","-82.585","Fatal","Destroyed",3,0,0,0
"Accident","2/15/17","Shreveport, LA","United States","32.1841","-93.4220","Fatal","Substantial",2,0,0,0
"Accident","2/16/17","Climax, GA","United States","31.125","-84.2335","Fatal","Substantial",1,0,0,0
"Accident","2/16/17","Winder, GA","United States","33.5914","-83.4028","Fatal","Substantial",2,0,0,0
"Accident","2/19/17","Springfield, OH","United States","39.5456","-83.4216","Fatal","Destroyed",1,0,0,0
"Accident","2/22/17","East Haven, CT","United States","41.1513","-72.538","Fatal","Destroyed",1,0,1,0
"Accident","2/26/17","Westhampton Beach, NY","United States","40.5037","-72.3754","Fatal","Destroyed",2,0,1,0
"Accident","2/27/17","Chauvin, LA","United States","29.2621","-90.3526","Fatal","Destroyed",1,0,0,0
"Accident","2/28/17","Methuen, MA","United States","42.4322","-71.89","Fatal","Substantial",1,0,0,0
"Accident","3/4/17","Canton, GA","United States","34.3248","-84.480","Fatal","Substantial",1,0,0,0
"Accident","3/4/17","Duette, FL","United States","27.3650","-82.54","Fatal","Destroyed",2,0,0,0
"Accident","3/8/17","Apex, NC","United States","35.458","-78.5152","Fatal","Substantial",1,0,0,0
"Accident","3/14/17","Chalmers, IN","United States","40.3855","-86.5036","Fatal","Destroyed",1,0,0,0
"Accident","3/19/17","Minter City, MS","United States","33.4619","-90.2250","Fatal","Destroyed",1,0,0,0
"Accident","3/20/17","Vicksburg, MI","United States","42.70","-85.310","Fatal","",1,0,0,0
"Accident","3/24/17","Union City, OK","United States","35.2141","-97.5446","Fatal","Destroyed",1,0,0,0
"Accident","3/24/17","Marietta, GA","United States","34.60","-84.1912","Fatal","Destroyed",1,0,0,0
"Accident","3/25/17","Hayden, AL","United States","33.5433","-86.4358","Fatal","Destroyed",4,0,0,0
"Accident","3/25/17","Stonewall, TX","United States","30.139","-98.3748","Fatal","Substantial",1,0,0,0
"Accident","3/28/17","Aberdeen, MS","United States","33.5155","-88.2956","Fatal","Substantial",2,0,0,0
"Accident","3/28/17","Dadeville, AL","United States","32.4951","-85.4244","Fatal","Destroyed",2,0,0,0
"Accident","4/1/17","Edgewater, FL","United States","28.5734","-80.5726","Fatal","Destroyed",2,0,0,0
"Accident","4/2/17","Knoxville, TN","United States","35.5217","-84.925","Fatal","Substantial",1,0,1,0
"Accident","4/4/17","Micanopy, FL","United States","29.2755","-82.2230","Fatal","Destroyed",1,0,0,0
"Accident","4/7/17","Oxford, IA","United States","41.3924","-91.4153","Fatal","Destroyed",2,0,0,0
"Accident","4/8/17","Sanford, FL","United States","28.4612","-81.138","Fatal","Destroyed",1,0,0,0
"Accident","4/12/17","Hartsville, IN","United States","39.1411","-85.4135","Fatal","Substantial",1,0,0,0
"Accident","4/12/17","Monongahela, PA","United States","40.1231","-79.4952","Fatal","Destroyed",1,0,0,0
"Accident","4/15/17","Williston, FL","United States","29.2158","-82.2749","Fatal","Destroyed",4,0,0,0
"Accident","4/18/17","East Windsor, CT","United States","41.5559","-72.3357","Fatal","Substantial",2,0,0,0
"Accident","4/21/17","Timmonsville, SC","United States","34.1055","-80.015","Fatal","Destroyed",1,0,0,0
"Accident","4/24/17","Boonville, MO","United States","38.5733","-92.4053","Fatal","Substantial",2,0,0,0
"Accident","4/24/17","Wallingford, CT","United States","41.3030","-72.4938","Fatal","Destroyed",1,0,1,0
"Accident","4/25/17","Huntsville, TX","United States","30.4739","-95.3218","Fatal","Destroyed",1,0,0,0
"Accident","4/28/17","Hollis, OK","United States","34.421","-99.5431","Fatal","Substantial",1,0,0,0
"Accident","4/30/17","Collinston, LA","United States","32.414","-91.517","Fatal","Destroyed",2,0,0,0
"Accident","5/4/17","Colton, NY","United States","44.3152","-74.5328","Fatal","Destroyed",1,0,0,0
"Accident","5/5/17","Charleston, WV","United States","38.2233","-81.3535","Fatal","Substantial",2,0,0,0
"Accident","5/5/17","Clearwater, FL","United States","27.5840","-82.4533","Fatal","Substantial",1,0,0,0
"Accident","5/12/17","Hopkinsville, KY","United States","36.5534","-87.3631","Fatal","Destroyed",2,0,0,0
"Accident","5/13/17","Blair, NE","United States","41.2453","-96.632","Fatal","Substantial",1,0,0,0
"Accident","5/15/17","Teterboro, NJ","United States","40.4946","-74.337","Fatal","Destroyed",2,0,0,0
"Accident","5/24/17","Chetek, WI","United States","45.1646","-91.4233","Fatal","Substantial",1,0,1,0
"Accident","5/25/17","New Castle, DE","United States","39.3933","-75.364","Fatal","Destroyed",1,0,0,0
"Accident","5/26/17","Sheboygan Falls, WI","United States","43.4555","-87.551","Fatal","Substantial",2,0,0,0
"Accident","6/1/17","Bowling Green, OH","United States","41.2021","-83.3555","Fatal","Substantial",1,0,0,0
"Accident","6/3/17","New Berlin, TX","United States","29.210","-98.638","Fatal","Destroyed",1,0,0,0
"Accident","6/3/17","San Juan, PR","United States","18.2737","-65.5822","Fatal","Destroyed",1,1,2,0
"Accident","6/17/17","Mount Vernon, OH","United States","40.2155","-82.2943","Fatal","Minor",1,0,0,0
"Accident","6/24/17","Fort Myers, FL","United States","26.3443","-81.5110","Fatal","Destroyed",1,0,1,0
"Accident","6/25/17","Federalsburg, MD","United States","38.4242","-75.4950","Fatal","Substantial",1,0,0,0
"Accident","6/29/17","Stirum, ND","United States","46.1311","-97.4949","Fatal","Destroyed",1,0,0,0
"Accident","7/1/17","Monticello, IA","United States","42.1311","-91.930","Fatal","Substantial",1,0,0,0
"Accident","7/1/17","Catawba, WI","United States","45.3319","-90.2942","Fatal","Destroyed",6,0,0,0
"Accident","7/1/17","Chatsworth, GA","United States","34.4241","-84.4341","Fatal","Destroyed",4,0,0,0
"Accident","7/2/17","Linesville, PA","United States","41.4059","-80.2559","Fatal","Substantial",1,0,0,0
"Accident","7/2/17","Moorhead, MN","United States","46.00","-96.00","Fatal","Destroyed",1,0,0,0
"Accident","7/2/17","Homestead, FL","United States","25.2945","-80.4451","Fatal","Destroyed",1,0,0,0
"Accident","7/4/17","Remsen, NY","United States","43.2121","-75.1117","Fatal","Substantial",1,0,0,0
"Accident","7/6/17","Honesdale, PA","United States","41.3056","-75.156","Fatal","Substantial",1,0,0,0
"Accident","7/8/17","Cash, AR","United States","35.4725","-90.5318","Fatal","Destroyed",1,0,0,0
"Accident","7/8/17","Waterford, OH","United States","39.3432","-81.4125","Fatal","Destroyed",2,0,0,0
"Accident","7/13/17","Tyler, TX","United States","32.2039","-95.2421","Fatal","Destroyed",2,0,0,0
"Accident","7/13/17","Winchester, NH","United States","42.4422","-72.2310","Fatal","Destroyed",1,0,0,0
"Accident","7/14/17","Marineland, FL","United States","29.3943","-81.1257","Fatal","Destroyed",2,0,0,0
"Accident","7/16/17","Cummings, KS","United States","39.2856","-95.1216","Fatal","Destroyed",2,0,0,0
"Accident","7/19/17","Towanda, PA","United States","41.437","-76.2747","Fatal","Destroyed",1,0,0,0
"Accident","7/23/17","Farmerville, LA","United States","32.4557","-92.2925","Fatal","Substantial",1,0,0,0
"Accident","7/27/17","Laddonia, MO","United States","39.204","-91.419","Fatal","Destroyed",2,0,0,0
"Accident","7/28/17","Oshkosh, WI","United States","43.5721","-88.2956","Fatal","Substantial",2,1,0,0
"Accident","7/30/17","Danbury, CT","United States","41.225","-73.2935","Fatal","Substantial",1,0,2,0
"Accident","8/1/17","Topeka, KS","United States","39.47","-95.3721","Fatal","Destroyed",2,0,0,0
"Accident","8/6/17","Green Township, NJ","United States","40.5753","-74.4659","Fatal","Substantial",1,0,0,0
"Accident","8/9/17","Fort Atkinson, WI","United States","42.584","-88.4835","Fatal","Substantial",2,0,0,0
"Accident","8/11/17","New Milford, CT","United States","41.3434","-73.283","Fatal","Substantial",1,0,2,0
"Accident","8/12/17","Charlottesville, VA","United States","38.23","-78.3146","Fatal","Destroyed",2,0,0,0
"Accident","8/16/17","Philipp, MS","United States","33.4526","-90.1532","Fatal","Substantial",1,0,0,0
"Accident","8/18/17","Quinton, VA","United States","37.2950","-77.857","Fatal","Substantial",1,1,0,0
"Accident","8/27/17","Nicholasville, KY","United States","37.533","-84.3629","Fatal","Substantial",1,0,0,0
"Accident","8/28/17","Ellabell, GA","United States","32.1422","-81.2621","Fatal","Destroyed",3,0,0,0
"Accident","8/30/17","Portland, TN","United States","36.355","-86.2839","Fatal","Substantial",2,0,0,0
"Accident","8/31/17","Fishers, IN","United States","39.5548","-86.225","Fatal","Destroyed",1,0,0,0
"Accident","9/5/17","Jacksonburg, WV","United States","39.2742","-80.5730","Fatal","Destroyed",2,0,0,0
"Accident","9/8/17","Hertford, NC","United States","36.1725","-76.2915","Fatal","Destroyed",4,0,0,0
"Accident","9/8/17","Medford, NJ","United States","39.563","-74.4826","Fatal","Substantial",2,0,0,0
"Accident","9/10/17","Stonewall, TX","United States","30.1338","-98.4012","Fatal","Substantial",2,0,0,0
"Accident","9/16/17","North Branford, CT","United States","41.2141","-72.4440","Fatal","Substantial",2,0,0,0
"Accident","9/20/17","Rhine, GA","United States","31.3112","-83.480","Fatal","Substantial",1,0,0,0
"Accident","9/23/17","Thief River Falls, MN","United States","48.353","-96.1525","Fatal","Destroyed",3,0,0,0
"Accident","9/23/17","Ainsworth, NE","United States","42.3213","-99.5733","Fatal","Destroyed",1,0,0,0
"Accident","9/24/17","Camden, AR","United States","33.2713","-92.4529","Fatal","Destroyed",2,0,0,0
"Accident","9/25/17","Cleburne, TX","United States","32.2435","-97.2314","Fatal","Destroyed",1,0,0,0
"Accident","9/28/17","Umatilla, FL","United States","28.5428","-81.3811","Fatal","Destroyed",1,0,0,0
"Accident","10/1/17","Midland, MI","United States","43.3726","-84.2814","Fatal","Substantial",1,1,0,0
"Accident","10/2/17","San Juan, PR","United States","18.2724","-66.554","Fatal","Substantial",1,0,1,0
"Accident","10/4/17","Eden Prairie, MN","United States","44.5121","-93.292","Fatal","Destroyed",1,0,0,0
"Accident","10/4/17","Salters, SC","United States","33.2947","-79.5726","Fatal","Destroyed",2,0,0,0
"Accident","10/5/17","Bardstown, KY","United States","37.4928","-85.2936","Fatal","Substantial",1,0,0,0
"Accident","10/7/17","Front Royal, VA","United States","38.5513","-78.1547","Fatal","Destroyed",1,0,0,0
"Accident","10/8/17","Vernon, TX","United States","34.1242","-99.1721","Fatal","Destroyed",1,0,0,0
"Accident","10/13/17","Ramsey, MN","United States","45.135","-93.262","Fatal","Destroyed",2,0,0,0
"Accident","10/31/17","Whiteville, NC","United States","34.1550","-78.4337","Fatal","Substantial",1,1,0,0
"Accident","11/4/17","Alva, OK","United States","36.4716","-98.4014","Fatal","Destroyed",2,0,0,0
"Accident","11/7/17","Sulphur, LA","United States","30.1655","-93.234","Fatal","",2,0,0,1
"Accident","11/7/17","Clearwater, FL","United States","28.136","-82.4610","Fatal","Substantial",1,0,0,0
"Accident","11/8/17","Morrison, TN","United States","35.3910","-85.5459","Fatal","Destroyed",2,0,0,0
"Accident","11/10/17","Pineville, LA","United States","31.217","-92.2623","Fatal","Substantial",1,0,0,0
"Accident","11/12/17","Fountain Run, KY","United States","36.4624","-85.5932","Fatal","Destroyed",4,0,0,0
"Accident","11/20/17","Stuttgart, AR","United States","34.174","-91.3238","Fatal","Destroyed",3,0,0,0
"Accident","11/20/17","Electra, TX","United States","34.09","-98.543","Fatal","Substantial",1,0,0,0
"Accident","11/22/17","Pittsford, VT","United States","43.4520","-73.224","Fatal","Destroyed",1,0,0,0
"Accident","11/23/17","Starke, FL","United States","29.577","-81.5846","Fatal","Destroyed",1,0,0,0
"Accident","12/2/17","Hernando, MS","United States","34.4748","-89.5515","Fatal","Destroyed",2,0,0,0
"Accident","12/3/17","Ravenna, OH","United States","41.1231","-81.1342","Fatal","Destroyed",1,0,0,0
"Accident","12/6/17","Chesterfield, MO","United States","38.240","-90.2212","Fatal","Destroyed",1,0,0,0
"Accident","12/8/17","St. Croix,","United States","18.2011","-64.5350","Fatal","Destroyed",5,0,0,0
"Accident","12/8/17","Geneva, FL","United States","28.4553","-81.340","Fatal","Destroyed",3,0,0,0
"Accident","12/10/17","Miami, FL","United States","25.3840","-80.2721","Fatal","Destroyed",1,0,0,0
"Accident","12/16/17","Castalia, NC","United States","36.513","-78.817","Fatal","Substantial",1,0,0,0
"Accident","12/17/17","Oldenburg, IN","United States","39.2221","-85.1453","Fatal","Destroyed",3,0,0,0
"Accident","12/18/17","Reeds Spring, MO","United States","36.4329","-93.2346","Fatal","Destroyed",2,0,0,0
"Accident","12/21/17","Thompson's Station, TN","United States","35.499","-87.249","Fatal","Substantial",1,0,0,0
"Accident","12/21/17","Cross City, FL","United States","29.4640","-83.1333","Fatal","Destroyed",1,0,0,0
"Accident","12/23/17","Oskaloosa, IA","United States","41.2039","-92.3946","Fatal","Substantial",1,0,0,0
"Accident","12/24/17","Bartow, FL","United States","27.5647","-81.4626","Fatal","Destroyed",5,0,0,0
"Accident","1/3/18","Gulf of Mexico, GM","United States","23.4848","-89.417","Fatal","Destroyed",1,0,0,0
"Accident","1/15/18","Perrysburg, OH","United States","41.306","-83.2643","Fatal","Substantial",2,0,0,0
"Accident","1/22/18","Bonita Springs, FL","United States","26.2019","-81.3949","Fatal","Destroyed",1,0,0,0
"Accident","1/23/18","Sauk Centre, MN","United States","45.3935","-94.5549","Fatal","Substantial",1,0,0,0
"Accident","1/27/18","Williamsport, IN","United States","40.1350","-87.2440","Fatal","Destroyed",1,0,0,0
"Accident","1/30/18","Helenwood, TN","United States","36.249","-84.3055","Fatal","Substantial",1,0,1,0
"Accident","2/5/18","Carrabelle, FL","United States","29.5031","-84.424","Fatal","Substantial",1,0,0,0
"Accident","2/21/18","Bonifay, FL","United States","30.00","-85.00","Fatal","Destroyed",1,0,0,0
"Accident","2/23/18","Rossville, IN","United States","40.2753","-86.3646","Fatal","Destroyed",3,0,0,0
"Accident","2/25/18","Eustis, FL","United States","28.5036","-81.3748","Fatal","Substantial",1,0,0,0
"Accident","2/26/18","Greenwood, MS","United States","33.3024","-90.1612","Fatal","Substantial",1,0,0,0
"Accident","2/28/18","Georgetown, FL","United States","29.2550","-81.4035","Fatal","Substantial",2,0,0,0
"Accident","3/1/18","Ocean City, MD","United States","38.1717","-75.531","Fatal","Destroyed",2,0,0,0
"Accident","3/5/18","Beaufort, SC","United States","32.2444","-80.384","Fatal","Substantial",1,0,0,0
"Accident","3/8/18","Laredo, TX","United States","27.3339","-99.2727","Fatal","Destroyed",2,0,0,0
"Accident","3/11/18","New York, NY","United States","40.4632","-73.5624","Fatal","Substantial",5,1,0,0
"Accident","3/21/18","Pierce, NE","United States","42.1419","-97.3550","Fatal","Substantial",1,0,0,0
"Accident","3/22/18","Dewitt, MI","United States","42.5314","-84.4312","Fatal","Substantial",1,0,0,0
"Accident","3/26/18","Hydro, OK","United States","35.2716","-98.3346","Fatal","Destroyed",2,0,0,0
"Accident","3/28/18","Ashville, AL","United States","33.5344","-86.941","Fatal","Destroyed",1,0,0,0
"Accident","3/31/18","Atlantic Ocean, AO","United States","37.384","-72.5140","Fatal","Substantial",2,0,0,0
"Accident","4/2/18","Marion, IN","United States","40.2927","-85.4047","Fatal","Destroyed",2,0,0,5
"Accident","4/4/18","Daytona Beach, FL","United States","29.931","-81.56","Fatal","Destroyed",2,0,0,0
"Accident","4/8/18","Smethport, PA","United States","41.4942","-78.2510","Fatal","Destroyed",2,0,1,0
"Accident","4/14/18","LaBelle, FL","United States","26.4340","-81.2514","Fatal","Substantial",1,0,0,0
"Accident","4/15/18","San Antonio, TX","United States","29.2448","-98.4854","Fatal","Destroyed",1,0,0,0
"Accident","4/16/18","Warsaw, OH","United States","40.2423","-82.455","Fatal","Substantial",2,0,0,0
"Accident","4/16/18","Crozet, VA","United States","38.552","-78.4321","Fatal","Destroyed",1,0,0,0
"Accident","4/17/18","Philadelphia, PA","United States","39.5219","-75.1424","Fatal","Substantial",1,125,8,6
"Accident","4/19/18","Williamsburg, PA","United States","40.2522","-78.1242","Fatal","Destroyed",2,0,0,0
"Accident","4/20/18","Collegedale, TN","United States","35.240","-85.112","Fatal","Destroyed",1,0,0,0
"Accident","4/25/18","Kingsville, TX","United States","27.3014","-97.4844","Fatal","Destroyed",2,0,0,0
"Accident","4/27/18","Kalkaska, MI","United States","44.4028","-85.149","Fatal","Destroyed",2,0,0,0
"Accident","4/27/18","Hazelhurst, WI","United States","45.4516","-89.4145","Fatal","Destroyed",3,0,0,0
"Accident","4/28/18","Gainesville, GA","United States","34.150","-83.5822","Fatal","Substantial",1,0,2,0
"Accident","5/2/18","West Milford, NJ","United States","41.717","-74.213","Fatal","Destroyed",1,0,0,0
"Accident","5/5/18","Sault Ste Marie, MI","United States","46.2839","-84.2147","Fatal","Substantial",2,0,0,0
"Accident","5/5/18","Middletown, NY","United States","41.2534","-74.2414","Fatal","Substantial",1,0,1,0
"Accident","5/13/18","Jacksonville, AL","United States","33.4753","-85.4331","Fatal","Destroyed",1,0,1,0
"Accident","5/20/18","LULING, LA","United States","29.5245","-90.2413","Fatal","Destroyed",1,1,1,0
"Accident","5/20/18","Bennington, VT","United States","42.5526","-73.821","Fatal","Destroyed",1,0,0,0
"Accident","5/21/18","Commerce, GA","United States","34.912","-83.226","Fatal","Substantial",1,0,0,0
"Accident","5/22/18","Bolivar, MO","United States","37.360","-93.2433","Fatal","Destroyed",1,0,0,0
"Accident","5/22/18","Chesapeake, VA","United States","36.3927","-76.2013","Fatal","Destroyed",1,0,0,0
"Accident","5/22/18","Daytona Beach, FL","United States","29.56","-81.230","Fatal","Destroyed",1,0,1,0
"Accident","5/27/18","Omaha, NE","United States","41.1143","-96.649","Fatal","Destroyed",2,0,0,0
"Accident","5/30/18","El Reno, OK","United States","35.3642","-97.5224","Fatal","Destroyed",1,0,0,0
"Accident","5/30/18","Melville, NY","United States","40.466","-73.2325","Fatal","Destroyed",1,0,0,0
"Accident","6/2/18","Amagansett, NY","United States","40.3419","-72.429","Fatal","Destroyed",4,0,0,0
"Accident","6/9/18","Oshkosh, WI","United States","44.12","-88.3258","Fatal","Substantial",1,0,0,0
"Accident","6/10/18","Monroe, WI","United States","42.3740","-89.3551","Fatal","Destroyed",4,0,0,0
"Accident","6/13/18","Springfield Township, NJ","United States","40.134","-74.4520","Fatal","Destroyed",2,0,0,0
"Accident","6/19/18","Enid, OK","United States","36.2821","-97.5625","Fatal","Destroyed",1,0,0,0
"Accident","6/22/18","Diamondhead, MS","United States","30.229","-89.2326","Fatal","Destroyed",1,0,0,0
"Accident","6/24/18","Detroit, MI","United States","42.2426","-83.130","Fatal","Substantial",2,0,1,0
"Accident","6/24/18","Monmouth, IL","United States","40.5619","-90.3723","Fatal","Destroyed",2,0,0,0
"Accident","6/27/18","Manteo, NC","United States","35.558","-75.4144","Fatal","Destroyed",1,0,0,0
"Accident","6/30/18","Ashland, OH","United States","40.5238","-82.1954","Fatal","Minor",1,3,0,0
"Accident","6/30/18","Rio Grande, PR","United States","18.247","-65.4625","Fatal","Substantial",1,3,0,0
"Accident","7/5/18","Daytona Beach, FL","United States","29.447","-81.254","Fatal","Destroyed",1,1,0,0
"Accident","7/6/18","Arlington, IN","United States","39.3759","-85.389","Fatal","Substantial",1,0,0,0
"Accident","7/8/18","Williamsburg, VA","United States","37.1718","-76.4346","Fatal","Destroyed",1,0,0,0
"Accident","7/9/18","Section, AL","United States","34.3120","-85.5911","Fatal","Substantial",1,0,0,0
"Accident","7/11/18","Wheatley, AR","United States","34.5649","-91.651","Fatal","Destroyed",1,0,0,0
"Accident","7/12/18","Plainville, CT","United States","41.412","-72.5212","Fatal","Substantial",1,0,0,0
"Accident","7/12/18","Rhome, TX","United States","33.62","-97.2535","Fatal","Destroyed",1,0,0,0
"Accident","7/15/18","La Porte, TX","United States","29.4028","-95.323","Fatal","Substantial",2,0,0,0
"Accident","7/17/18","Miami, FL","United States","25.4528","-80.3325","Fatal","Destroyed",4,0,0,0
"Accident","7/19/18","Patriot, IN","United States","38.4741","-84.4913","Fatal","Destroyed",1,0,0,0
"Accident","7/20/18","Sheboygan, WI","United States","43.4539","-87.506","Fatal","Destroyed",1,0,0,0
"Accident","7/23/18","Bad Axe, MI","United States","43.4650","-83.02","Fatal","Substantial",1,0,0,0
"Accident","7/24/18","Lincolnton, NC","United States","35.295","-81.957","Fatal","Substantial",2,0,0,0
"Accident","7/26/18","Cleveland, TN","United States","35.1243","-84.4753","Fatal","",1,0,0,0
"Accident","7/27/18","Palatka, FL","United States","29.3923","-81.4119","Fatal","Destroyed",2,0,0,0
"Accident","7/29/18","Alexandria, MN","United States","45.5257","-95.2659","Fatal","Substantial",1,0,0,0
"Accident","7/30/18","Greenville, ME","United States","45.00","-69.00","Fatal","Destroyed",3,0,0,0
"Accident","8/4/18","Foley, AL","United States","30.2227","-87.4335","Fatal","Destroyed",2,0,0,0
"Accident","8/4/18","Ponca City, OK","United States","36.4549","-97.91","Fatal","Destroyed",5,0,0,0
"Accident","8/17/18","Rhome, TX","United States","33.853","-97.2924","Fatal","Substantial",1,0,3,0
"Accident","8/18/18","Westminster, MD","United States","39.3653","-77.252","Fatal","Substantial",2,0,0,0
"Accident","8/18/18","Bronson, MI","United States","41.5035","-85.79","Fatal","Destroyed",1,0,0,0
"Accident","8/21/18","Granger, TX","United States","30.4124","-97.242","Fatal","Destroyed",2,0,0,0
"Accident","8/24/18","Hanson, MA","United States","42.121","-70.507","Fatal","Substantial",1,0,1,0
"Accident","8/25/18","Swainsboro, GA","United States","32.3633","-82.2212","Fatal","Destroyed",4,0,1,0
"Accident","8/25/18","Island Pond, VT","United States","44.4724","-71.4935","Fatal","Substantial",1,0,0,0
"Accident","8/27/18","Pensacola, FL","United States","30.2147","-87.331","Fatal","Substantial",1,0,0,0
"Accident","8/29/18","Morrisville, VT","United States","44.3534","-72.4445","Fatal","Substantial",3,0,0,0
"Accident","8/30/18","Fort Walton Beach, FL","United States","30.2941","-86.3428","Fatal","Destroyed",4,0,0,0
"Accident","8/31/18","Kaplan, LA","United States","30.220","-92.2215","Fatal","Destroyed",2,0,0,0
"Accident","9/1/18","Covington, TN","United States","35.3511","-89.3442","Fatal","Destroyed",1,0,0,0
"Accident","9/1/18","St Ignace, MI","United States","45.549","-84.4225","Fatal","Destroyed",1,0,0,0
"Accident","9/6/18","Port Huron, MI","United States","42.5413","-82.331","Fatal","Substantial",1,0,0,0
"Accident","9/9/18","Lake Worth, FL","United States","26.3632","-80.50","Fatal","Destroyed",2,0,0,0
"Accident","9/12/18","Marion, SC","United States","34.00","-79.00","Fatal","Destroyed",1,0,0,0
"Accident","9/15/18","Woburn, MA","United States","42.2715","-71.1058","Fatal","Destroyed",2,0,0,0
"Accident","9/21/18","Festus, MO","United States","38.1124","-90.234","Fatal","Substantial",2,0,0,0
"Accident","9/25/18","Oscoda, MI","United States","44.250","-83.299","Fatal","Destroyed",1,0,0,0
"Accident","9/26/18","Austin, AR","United States","35.224","-92.110","Fatal","Substantial",1,0,0,0
"Accident","9/27/18","Greenville, SC","United States","34.5022","-82.2055","Fatal","Substantial",2,0,2,0
"Accident","10/6/18","Fancy Gap, VA","United States","36.3817","-80.4226","Fatal","Substantial",1,0,0,0
"Accident","10/9/18","Cape Girardeau, MO","United States","37.1331","-89.3415","Fatal","Substantial",1,0,1,0
"Accident","10/12/18","Culpeper, VA","United States","38.317","-77.5148","Fatal","Destroyed",1,0,0,0
"Accident","10/12/18","Placedo, TX","United States","28.4221","-96.4816","Fatal","Destroyed",1,0,0,0
"Accident","10/12/18","Poolville, TX","United States","32.5810","-97.5244","Fatal","Destroyed",2,0,0,0
"Accident","10/13/18","Cartersville, GA","United States","34.444","-84.5140","Fatal","Destroyed",1,0,0,0
"Accident","10/13/18","Westhampton Beach, NY","United States","40.2812","-72.2136","Fatal","Destroyed",3,0,0,0
"Accident","10/17/18","Fulton, MO","United States","38.5132","-91.5434","Fatal","Destroyed",1,0,0,0
"Accident","10/19/18","Milton, FL","United States","30.4231","-86.4616","Fatal","Substantial",1,0,0,0
"Accident","10/23/18","Woodbine, NJ","United States","39.1314","-74.4745","Fatal","Destroyed",1,0,0,0
"Accident","10/25/18","Atlantic Ocean, AO","United States","37.386","-72.5139","Fatal","Destroyed",5,0,0,0
"Accident","10/29/18","Odanah, WI","United States","46.3138","-90.369","Fatal","Destroyed",1,0,0,0
"Accident","10/30/18","Sebring, FL","United States","27.2850","-81.2849","Fatal","Destroyed",2,0,0,0
"Accident","10/30/18","Beekmantown, NY","United States","44.4439","-73.2621","Fatal","Destroyed",2,0,2,0
